New ward code,Ward,Borough,CHO,CIP,HFP,OWH,HAO,CER,PTA
E05000524,Kew,Richmond upon Thames,10.25641026,10,8.321706405,9.77,10.15392653,6.18660981,3.006518103
E05000525,Mortlake and Barnes Common,Richmond upon Thames,8.602150538,13.7,8.62875958,15.18,5.383853793,6.429125322,3.087898437
E05000526,North Richmond,Richmond upon Thames,12.31527094,11.9,9.226187029,12.5,6.629337644,7.46871219,4.316180601
E05000527,St Margarets and North Twickenham,Richmond upon Thames,10.03717472,7,7.643402795,6.92,2.620842079,6.34331628,2.985924978
E05000528,South Richmond,Richmond upon Thames,5.691056911,7.6,7.694989495,8.26,5.916319556,10.56960729,4.064326081
E05000529,South Twickenham,Richmond upon Thames,6.18556701,5.1,8.981372888,5.57,0.119277183,4.615059835,3.444247761
E05000530,Teddington,Richmond upon Thames,7.883817427,6.3,7.826921349,7.31,7.8829996,5.644597845,2.981454846
E05000531,Twickenham Riverside,Richmond upon Thames,7.894736842,6.4,7.332374379,7.32,4.114016395,7.436184895,4.1789125
E05000532,West Twickenham,Richmond upon Thames,14.01273885,12.7,10.6640352,11.66,8.12333557,7.18180737,2.680092409
E05000533,Whitton,Richmond upon Thames,13.75838926,16.2,12.6131315,16.15,-2.783286252,7.918561179,2.393932088
E05000534,Brunswick Park,Southwark,23.00319489,34.1,15.457007,34.56,-10.18095847,11.70322051,3.943978583
E05000535,Camberwell Green,Southwark,26.16136919,37.7,16.65971631,38.7,-6.964656906,16.06135726,5.565071363
E05000536,Cathedrals,Southwark,29.95951417,36.3,13.72325259,37.32,-13.03894634,5.274607953,7.675814334
E05000537,Chaucer,Southwark,33.13432836,36.4,14.99002232,35.36,-12.06657621,9.772492215,6.088118152
E05000538,College,Southwark,20.41666667,26.4,10.68903542,26.23,2.207437594,12.0315787,3.188033765
E05000539,East Dulwich,Southwark,14.87603306,16.2,11.5501327,16.53,-10.05139756,11.13648961,4.057863071
E05000540,East Walworth,Southwark,24.30939227,36.8,16.75017598,37.26,-2.237109995,23.58761648,5.840020333
E05000541,Faraday,Southwark,29.6037296,37.2,16.54271552,36.08,0.236389474,15.87260848,4.337604382
E05000542,Grange,Southwark,24.18772563,38.4,13.18551582,38.43,-14.99487426,9.940290556,4.416557461
E05000543,Livesey,Southwark,27.42980562,42.4,15.62344317,43.73,-12.23093307,19.31697665,4.065504272
E05000544,Newington,Southwark,24.66124661,37.5,15.41212985,38.07,-7.278948787,14.98661162,5.92326834
E05000545,Nunhead,Southwark,25.49019608,35.5,15.31375279,37.36,-8.724617087,16.71494561,4.359170959
E05000546,Peckham,Southwark,26.40692641,37.4,15.47994592,38.62,-8.738384494,17.63187818,4.119220889
E05000547,Peckham Rye,Southwark,21.9269103,21.6,13.10442725,21.98,5.341056981,12.32151973,3.355208598
E05000548,Riverside,Southwark,38.1443299,35.6,11.23942241,35.94,-8.314117983,5.255930627,4.461696789
E05000549,Rotherhithe,Southwark,29.53846154,36.8,11.43519771,37.55,4.794381367,13.89326646,4.69284108
E05000550,South Bermondsey,Southwark,29.13165266,34.7,12.22890166,35.95,-9.502063526,13.32986825,3.580832834
E05000551,South Camberwell,Southwark,26.76923077,26.5,13.77589646,27.52,-12.35921923,10.70359908,4.32302599
E05000552,Surrey Docks,Southwark,27.41116751,25.2,5.677048231,25.91,-4.829443711,12.38423863,2.653723782
E05000553,The Lane,Southwark,23.32361516,32.8,13.93193775,33.93,-5.578340184,20.59893429,5.570297619
E05000554,Village,Southwark,12.01716738,8.3,9.124728732,9.22,0.689226973,10.97446498,3.707242533
E05000555,Beddington North,Sutton,22.51461988,11.5,13.66116183,12.4,9.594555236,5.82857764,2.653472292
E05000556,Beddington South,Sutton,23.49570201,29.6,14.53696014,31.15,2.393000647,9.447858901,2.039179152
E05000557,Belmont,Sutton,15.93625498,14.7,10.4071611,15.27,-12.32759287,4.149813373,2.138273035
E05000558,Carshalton Central,Sutton,13.30935252,11.4,14.3167659,11.65,-1.370651565,8.563730036,3.071834669
E05000559,Carshalton South and Clockhouse,Sutton,16.4983165,11.4,13.63723085,12.92,7.090620268,6.691147664,1.872569805
E05000560,Cheam,Sutton,13.57615894,7.3,13.41287471,7.89,-4.077174687,4.937229913,2.034677778
E05000561,Nonsuch,Sutton,14.91712707,8.1,14.84061998,8.79,-1.651619816,6.724354151,2.20322988
E05000562,St Helier,Sutton,24.38423645,30.7,17.28327457,29.97,0.941558008,7.994934696,2.822353824
E05000563,Stonecot,Sutton,15.7635468,11.4,15.24341304,11.21,-2.080119775,7.322996433,2.392194375
E05000564,Sutton Central,Sutton,21.31147541,23.2,12.39983433,24.68,-11.69482306,13.58823397,4.100147568
E05000565,Sutton North,Sutton,17.70491803,17.6,13.88260264,18.91,-7.067674017,9.10407064,3.033242665
E05000566,Sutton South,Sutton,18.85714286,14.8,9.146296238,15.19,-18.4802808,4.958176297,3.221062263
E05000567,Sutton West,Sutton,15.55555556,11.3,10.25980762,11.93,-0.43272261,6.747969718,3.217628856
E05000568,The Wrythe,Sutton,17.13395639,17.3,13.56555826,18.27,-5.461920608,9.955737332,2.465470645
E05000569,Wallington North,Sutton,15.84507042,15,13.70280242,15.45,-2.45297528,8.035122115,3.284718666
E05000570,Wallington South,Sutton,17.84232365,18,12.22143425,19.07,-6.063832264,9.037954083,3.170867599
E05000571,Wandle Valley,Sutton,21.49758454,29.7,13.98022884,29.41,6.905470026,9.968493151,2.20426867
E05000572,Worcester Park,Sutton,16.6180758,14.6,12.64602582,15.41,-0.656471249,6.120650626,2.278601219
E05000573,Bethnal Green North,Tower Hamlets,27.02020202,54.4,14.51145386,47.59,3.279153611,13.10243713,6.07012433
E05000574,Bethnal Green South,Tower Hamlets,25.93516209,55.9,14.7759715,48.06,5.800280097,15.90925338,6.695492693
E05000575,Blackwall and Cubitt Town,Tower Hamlets,25.3298153,50,9.552128884,45.91,3.021432119,5.959431376,3.584502998
E05000576,Bow East,Tower Hamlets,28.23529412,55,11.49519436,52.38,2.770223554,12.75422177,3.587881458
E05000577,Bow West,Tower Hamlets,22.55192878,46.1,12.68511447,44.08,6.283399922,18.91534599,5.491650545
E05000578,Bromley-by-Bow,Tower Hamlets,26.57342657,55.8,15.2415776,48.82,-1.066959544,8.505068977,4.441581826
E05000579,East India and Lansbury,Tower Hamlets,29.85611511,59,15.41636109,53.5,0.788367792,11.41391188,3.403282592
E05000580,Limehouse,Tower Hamlets,26.51821862,52.5,13.29404392,47.1,3.433099831,9.918576836,4.561959281
E05000581,Mile End and Globe Town,Tower Hamlets,25.99531616,54.5,14.48593829,48.3,-0.990082389,9.014942553,5.616800188
E05000582,Mile End East,Tower Hamlets,24.5508982,54.8,14.67013438,47.92,2.673677154,10.64014447,5.346568567
E05000583,Millwall,Tower Hamlets,22.49240122,46,7.333632855,40.84,-4.627972804,1.64552638,3.511363221
E05000584,St Dunstan's and Stepney Green,Tower Hamlets,26.51757188,53.7,14.46907649,46.68,5.852002328,9.311020059,5.104171385
E05000585,St Katherine's and Wapping,Tower Hamlets,24.86187845,38.1,8.003487469,34.13,-2.054179494,5.282852435,3.801184862
E05000586,Shadwell,Tower Hamlets,24.43991853,56.4,13.6938051,49.09,-3.870073951,8.250370788,5.236544765
E05000587,Spitalfields and Banglatown,Tower Hamlets,23.63636364,48.9,12.40811687,43.12,-13.6818268,9.560651109,6.23644462
E05000588,Weavers,Tower Hamlets,24.31610942,52.8,14.86057017,47.3,6.426902134,19.16796587,5.283459048
E05000589,Whitechapel,Tower Hamlets,25.47945205,53.9,12.64602712,45.1,-9.233946311,7.380385178,6.339295344
E05000590,Cann Hall,Waltham Forest,22.53968254,37.5,16.59792822,35.2,0.682001315,10.7127399,2.898297417
E05000591,Cathall,Waltham Forest,21.12676056,41.4,15.68138281,39.93,4.181215046,11.94702673,4.576248305
E05000592,Chapel End,Waltham Forest,22.1686747,30.7,14.91526819,29.21,5.338051624,10.40301931,2.886106817
E05000593,Chingford Green,Waltham Forest,19.63636364,22.4,13.78720884,23.57,8.200276993,10.83986321,2.711547596
E05000594,Endlebury,Waltham Forest,18.21192053,22.1,14.32564349,21.04,3.218887976,10.28300431,2.240893149
E05000595,Forest,Waltham Forest,18.34319527,26.1,16.79994962,23.96,6.590406285,11.23989361,4.040177505
E05000596,Grove Green,Waltham Forest,15.0877193,28.7,16.53962489,27.49,-5.121114526,10.68288462,4.079296185
E05000597,Hale End and Highams Park,Waltham Forest,14.39205955,24.9,14.39999167,24.72,4.956683422,9.527749246,2.402168076
E05000598,Hatch Lane,Waltham Forest,20.33426184,30.2,16.01269189,29.89,3.301449037,8.642901729,2.384012466
E05000599,High Street,Waltham Forest,24.42996743,33.6,15.83420771,31.59,18.30853399,27.15467752,4.206318084
E05000600,Higham Hill,Waltham Forest,24.88986784,40.8,16.28689191,39.56,10.92905226,9.549824292,2.563888976
E05000601,Hoe Street,Waltham Forest,24.42528736,34.8,14.1763984,32.96,0.67873373,13.74089031,5.03431377
E05000602,Larkswood,Waltham Forest,24.9122807,27.9,13.62849973,27.39,8.537365029,12.26209239,2.733670396
E05000603,Lea Bridge,Waltham Forest,22.40963855,34.3,18.09904995,31.69,12.37452608,13.4724486,3.604537858
E05000604,Leyton,Waltham Forest,20.04889976,41.9,16.8568697,40.1,8.253308344,15.64779247,3.779158596
E05000605,Leytonstone,Waltham Forest,18.18181818,24.5,14.21609996,22.46,-2.960854334,14.02835101,4.346672771
E05000606,Markhouse,Waltham Forest,20.96385542,34.5,15.06417275,32.58,7.809717686,12.15922189,4.140086378
E05000607,Valley,Waltham Forest,20.16129032,33.2,13.56120291,31.88,-0.412058709,14.89548871,2.369793148
E05000608,William Morris,Waltham Forest,21.42857143,37,14.56026047,34.74,-0.087984227,10.71710786,3.287601041
E05000609,Wood Street,Waltham Forest,17.5,34.3,15.63617931,31.92,1.719814836,11.90425971,3.487253405
E05000610,Balham,Wandsworth,7.482993197,10.3,8.162805509,10.55,-6.922036738,13.39312386,4.605371281
E05000611,Bedford,Wandsworth,15.45454545,19.8,10.97332686,18.81,2.475004364,12.68873096,4.096428339
E05000612,Earlsfield,Wandsworth,17.78656126,27.3,9.906677157,25.59,1.266341902,9.254559837,3.618282362
E05000613,East Putney,Wandsworth,16.33986928,18.6,7.165340546,17.22,-7.137064772,8.568999697,4.270336102
E05000614,Fairfield,Wandsworth,18.53932584,20,7.739596885,19.18,-6.493332153,10.52374313,5.197473003
E05000615,Furzedown,Wandsworth,17.01323251,29.7,12.22496627,28.03,-4.774288544,9.150603297,3.028442957
E05000616,Graveney,Wandsworth,23.9010989,34.2,11.92205445,30.15,-9.413818955,14.49891065,5.225400067
E05000617,Latchmere,Wandsworth,25.89073634,45.1,13.10290579,45.4,-1.583746412,15.09234773,5.032926715
E05000618,Nightingale,Wandsworth,15,12.5,8.317434484,13.07,-7.541946034,10.66542401,5.281131451
E05000619,Northcote,Wandsworth,16.47727273,7.2,7.992385387,7.39,-0.441574482,14.93450834,4.910229451
E05000620,Queenstown,Wandsworth,28.52348993,38.6,11.96945674,38.48,2.452303626,8.222718167,4.333592911
E05000621,Roehampton,Wandsworth,22.63157895,40.4,14.58003833,39.29,10.33930065,8.920294972,2.907801517
E05000622,St Mary's Park,Wandsworth,27.88844622,28.5,10.45593881,28.57,-0.976818028,9.236525968,3.506774805
E05000623,Shaftesbury,Wandsworth,26.17449664,19.4,8.998538154,20.15,-9.665284568,13.13093267,4.923275291
E05000624,Southfields,Wandsworth,15.46052632,18.9,8.516713354,16.29,-4.332727135,8.70178141,3.717008507
E05000625,Thamesfield,Wandsworth,8.496732026,8.2,7.179648895,8.71,3.932759508,12.3995629,4.592301699
E05000626,Tooting,Wandsworth,21.85929648,38,12.56507601,34.9,-0.670822974,8.180285796,4.996948369
E05000627,Wandsworth Common,Wandsworth,13.15789474,9.9,9.893323844,10.03,3.403848915,9.099241633,2.529647696
E05000628,West Hill,Wandsworth,21.39303483,31.2,9.814074072,28.25,-1.217456259,7.077471022,2.848829709
E05000629,West Putney,Wandsworth,17.33870968,25.4,10.45116184,25.98,-4.582649754,8.387803744,2.76701726
E05000630,Abbey Road,Westminster,21.42857143,17.5,8.583811634,15.41,-1.117032685,6.55668345,5.302046386
E05000631,Bayswater,Westminster,21.42857143,24.6,11.71968375,23.5,3.354985157,13.70914724,5.954648701
E05000632,Bryanston and Dorset Square,Westminster,27.71084337,23.5,10.75762594,23.11,-7.146516218,8.822163,7.949906309
E05000633,Churchill,Westminster,25.18248175,49.1,14.45663312,47.87,4.60761474,12.44006461,4.791637845
E05000634,Church Street,Westminster,28.3446712,60.2,15.3523111,58.31,0.153797142,9.609471519,6.289814764
E05000635,Harrow Road,Westminster,24.03846154,51.6,17.34368969,48.08,-11.46468825,13.24490333,5.476656075
E05000636,Hyde Park,Westminster,20.79207921,33.5,10.63392194,32.83,0.992312228,6.741327287,7.714244392
E05000637,Knightsbridge and Belgravia,Westminster,24.91186839,3.4,12.65529622,3.52,12.60252109,7.104755344,6.671058233
E05000638,Lancaster Gate,Westminster,23.95833333,28.6,10.32138129,27.34,-2.172641647,19.31719456,7.104611798
E05000639,Little Venice,Westminster,26.92307692,33.6,10.07807475,30.35,0.326445438,11.99628936,5.590632444
E05000640,Maida Vale,Westminster,27.23004695,41.4,11.2586867,38.86,8.90736587,10.70221643,5.352625339
E05000641,Marylebone High Street,Westminster,24.91186839,20.5,9.714838966,20.39,-1.823287409,7.682016003,7.817164977
E05000642,Queen's Park,Westminster,26.89486553,52.6,20.34643157,50.55,-11.69435001,12.26163994,4.958658429
E05000643,Regent's Park,Westminster,25.1572327,32,9.613304952,31.86,16.86009982,7.441315089,5.129934285
E05000644,St James's,Westminster,23.58490566,16.1,11.83554532,16.4,8.062885475,7.784479136,7.448364422
E05000645,Tachbrook,Westminster,21.51898734,26.3,9.041032124,25.7,7.679025832,8.458925271,6.087783024
E05000646,Vincent Square,Westminster,21.19205298,34.1,12.66369631,33.21,9.540091556,4.275317448,6.679788643
E05000647,Warwick,Westminster,19.81132075,31.6,13.09435954,28.63,3.438364346,6.603386705,6.261346174
E05000648,Westbourne,Westminster,26.74418605,54.9,13.83797081,51.06,5.580319738,11.98238929,4.72327567
E05000649,West End,Westminster,22.72727273,18.5,13.61442872,18.57,-5.031663425,11.71103995,7.929132094
